"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.441251208E0,5.843444198E-2,2.377919349E-1,3.907793623E-1,4.611595151E-1
2.451276208E0,7.477762900E-2,3.961365813E-1,2.006331718E-1,4.502994054E-1
2.461301208E0,1.727657074E-1,5.279968491E-1,-1.070321131E-1,5.657601396E-1
2.471326208E0,2.304115793E-1,6.362872830E-1,-4.344066077E-1,8.041517912E-1
2.481351208E0,2.803805687E-1,7.304335946E-1,-6.750312263E-1,1.033350694E0
2.491376208E0,2.895155275E-1,7.622474179E-1,-8.236341190E-1,1.158970892E0
2.501401208E0,2.437275897E-1,6.811816201E-1,-8.679519206E-1,1.129934544E0
2.511426208E0,1.582461939E-1,5.443243217E-1,-7.418397582E-1,9.336257558E-1
2.521451208E0,3.489939898E-2,3.991765487E-1,-6.157293499E-1,7.346308715E-1
2.531476208E0,-7.691719830E-2,2.489712265E-1,-5.111647618E-1,5.737528568E-1
2.541501208E0,-1.569296202E-1,7.788900554E-2,-4.304503816E-1,4.647377044E-1
2.551526208E0,-2.154795447E-1,4.454116523E-3,-4.302626860E-1,4.812247420E-1
2.561551208E0,-2.284228682E-1,7.039638340E-2,-4.870765722E-1,5.425645074E-1
2.571576208E0,-2.446866792E-1,1.790282947E-1,-5.887959051E-1,6.622713335E-1
2.581601208E0,-2.124794114E-1,2.691923600E-1,-6.849258846E-1,7.659866150E-1
2.591627208E0,-1.363765841E-1,3.065157223E-1,-8.127349091E-1,8.792545099E-1
2.601652208E0,-9.476860151E-2,3.206250536E-1,-8.771384811E-1,9.386977298E-1
2.611677208E0,-1.090102261E-1,3.586956900E-1,-8.969178575E-1,9.721149472E-1
2.621702208E0,-1.743678445E-1,4.077088058E-1,-8.879353648E-1,9.925018024E-1
2.631727208E0,-2.244079506E-1,3.892599633E-1,-7.589919806E-1,8.820153479E-1
2.641752208E0,-2.262428069E-1,3.246195790E-1,-6.822420126E-1,7.886810778E-1
2.651777208E0,-1.720568056E-1,2.372811806E-1,-6.853848910E-1,7.454249472E-1
2.661802208E0,-1.116344565E-1,2.295877066E-1,-7.396540689E-1,7.824710273E-1
2.671827208E0,-4.992827810E-2,2.247742787E-1,-8.716602248E-1,9.015585709E-1
2.681852208E0,-5.869215801E-3,1.954119006E-1,-1.104751291E0,1.121916072E0
2.691877208E0,-2.107190341E-4,1.686641049E-1,-1.385421150E0,1.395650167E0
2.701902208E0,-7.213746496E-2,1.482541063E-1,-1.718225954E0,1.726118050E0
2.711927208E0,-1.975396293E-1,1.173945487E-1,-2.097721944E0,2.110270301E0
2.721952208E0,-3.275654063E-1,5.600901693E-2,-2.411788761E0,2.434576171E0
2.731977208E0,-4.246203422E-1,-6.023070663E-2,-2.757435805E0,2.790588180E0
2.742002208E0,-4.728372864E-1,-2.195901373E-1,-2.997558147E0,3.042556454E0
2.752027208E0,-4.605392763E-1,-4.438241333E-1,-3.130349584E0,3.195021879E0
2.762052208E0,-4.459605597E-1,-6.376885682E-1,-3.227945461E0,3.320415550E0
2.772077208E0,-4.167323752E-1,-7.390047356E-1,-3.360615860E0,3.466054361E0
2.782102208E0,-4.006258542E-1,-6.853419140E-1,-3.471645715E0,3.561252390E0
2.792127208E0,-4.357326101E-1,-5.716685334E-1,-3.576886826E0,3.648395152E0
2.802152208E0,-4.353123415E-1,-4.635926923E-1,-3.714630854E0,3.768673162E0
2.812177208E0,-3.866781253E-1,-4.394229341E-1,-3.926573126E0,3.969960831E0
2.822202208E0,-3.757335994E-1,-4.475099257E-1,-4.181204165E0,4.221837176E0
2.832227208E0,-4.312922345E-1,-4.068606672E-1,-4.357864337E0,4.398014344E0
2.842252208E0,-5.786385606E-1,-2.600347432E-1,-4.475006286E0,4.519747992E0
2.852277208E0,-7.627091286E-1,-1.683960101E-1,-4.396531389E0,4.465374641E0
2.862302208E0,-9.936525853E-1,-1.110017878E-1,-4.024045041E0,4.146396671E0
2.872327208E0,-1.137645241E0,4.483761907E-2,-3.326602022E0,3.516038697E0
2.882353208E0,-1.191284162E0,3.252443540E-1,-2.230329779E0,2.549374976E0
2.892378208E0,-1.079652337E0,5.660873660E-1,-9.386833495E-1,1.538580679E0
2.902403208E0,-6.983015366E-1,8.891735128E-1,3.262927598E-1,1.176741916E0
2.912428208E0,-3.077682690E-1,1.522006553E0,1.962008654E0,2.502139727E0
2.922453208E0,-6.980581462E-2,2.258989906E0,4.095999708E0,4.678153680E0
2.932478208E0,-8.547021300E-3,2.814218408E0,6.775127846E0,7.336365287E0
2.942503208E0,2.909839095E-1,3.171027202E0,9.847674780E0,1.034972385E1
2.952528208E0,2.015504538E0,3.487744269E0,1.176555450E1,1.243603197E1
2.962553208E0,2.028278072E0,3.143686206E0,8.877878981E0,9.633971668E0
2.972578208E0,1.805446239E0,3.507157609E0,9.230992919E0,1.003847702E1
2.982603208E0,2.548330310E0,6.363365750E0,1.186981035E1,1.370688910E1
2.992628208E0,2.889338465E0,8.287003806E0,1.273616072E1,1.546714255E1
3.002653208E0,1.964649110E0,8.558368991E0,1.385479038E1,1.640307112E1
3.012678208E0,1.307308927E0,8.467069981E0,1.608876590E1,1.822769099E1
3.022703208E0,1.864838893E0,7.896297534E0,1.895997682E1,2.062304197E1
