"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.100769833E0,-3.875610548E0,2.780689012E0,-4.149370972E-1,4.787980921E0
1.110793833E0,-3.975823054E0,2.796823819E0,-4.696904246E-1,4.883646335E0
1.120818833E0,-4.063958720E0,2.842205814E0,-4.961409259E-1,4.983979352E0
1.130842833E0,-4.071021572E0,2.712187711E0,-4.046273232E-1,4.908452107E0
1.140867833E0,-3.901597329E0,2.468079906E0,-1.330323422E-1,4.618612101E0
1.150891833E0,-3.338361357E0,2.108695414E0,7.299430132E-2,3.949250697E0
1.160916833E0,-3.307686864E0,1.955208342E0,7.700876570E-1,3.918758356E0
1.170940833E0,-3.321518453E0,1.764340020E0,3.340666695E-1,3.775841771E0
1.180969417E0,-2.922957616E0,1.669423338E0,1.721934478E-1,3.370505317E0
1.190994417E0,-2.774566392E0,1.476887391E0,3.943771541E-1,3.167798663E0
1.201018417E0,-2.510155885E0,1.213045818E0,1.960711741E-1,2.794782036E0
1.211043417E0,-2.217883980E0,9.343985099E-1,-4.091300447E-2,2.407028001E0
1.221067417E0,-1.731760504E0,6.113877922E-1,-1.060825253E-1,1.839576848E0
1.231092417E0,-1.063099235E0,8.892971814E-2,-1.419972932E-1,1.076221032E0
1.241116417E0,-4.016616154E-1,-4.317256594E-1,-1.698756115E-1,6.136585546E-1
1.251141417E0,1.705855000E-1,-7.658466715E-1,-1.507050399E-1,7.989571616E-1
1.261165417E0,7.051935035E-1,-1.069568594E0,-1.788662903E-1,1.293548609E0
1.271190417E0,1.157435873E0,-1.407493805E0,-2.515787192E-1,1.839562030E0
1.281215417E0,1.469408802E0,-1.603225256E0,-1.445138618E-1,2.179536121E0
1.291239417E0,1.649873757E0,-1.748759530E0,-1.290481225E-1,2.407674547E0
1.301264417E0,1.949296807E0,-1.837221470E0,-4.581052266E-2,2.679037024E0
1.311288417E0,2.348782089E0,-2.060967516E0,1.532789111E-2,3.124835891E0
1.321313417E0,2.549559687E0,-2.540930951E0,-1.473426716E-1,3.602540014E0
1.331337417E0,2.610485335E0,-2.779954602E0,-1.937380620E-1,3.818417959E0
1.341362417E0,2.439415101E0,-2.987689217E0,-4.114872035E-1,3.878963084E0
1.351386417E0,2.159764411E0,-2.611126775E0,-1.819126531E-1,3.393472787E0
